case_id,case_date,court,text,problem_type,favours
bbfa7ba9-aae0-40d3-b3e5-86b81828213d,18-07-2000,Gujarat High Court,Party A polluted the nearby farmland affecting Party B's crops Survey reports were inconclusive.,Environmental Dispute,Party B
676e9ac2-79ba-4ac0-a300-ac33a57d24df,05-05-2008,Delhi High Court,Party A sold the land without having the original property documents Survey reports were inconclusive.,Fraudulent Sale,Party B
a2fa6dcf-877d-4033-b0ba-da43806c4ed5,03-05-2011,Punjab and Haryana High Court,Party A polluted the nearby farmland affecting Party B's crops Third-party buyers are involved.,Environmental Dispute,Party B
e6ff9915-1e23-42ca-bd76-60a5fb5e3fb4,14-01-2004,Punjab and Haryana High Court,Party B illegally constructed a building on Party A's farmland Survey reports were inconclusive.,Illegal Encroachment,Party A
c4adfa68-9dc7-461c-87e2-237645c9cc5d,30-06-2004,Punjab and Haryana High Court,Power of attorney given by Party A was misused by Party B to sell the land Survey reports were inconclusive.,Power of Attorney Misuse,Party A
28c5bea7-7133-4564-abbc-e5d8f6ada70b,22-09-2020,Delhi High Court,Party A is blocking Party B's right of way through the property Dispute went to court.,Easement Issue,Party B
b92170e3-a80d-47fc-addc-129942892b70,24-06-2010,Bombay High Court,Party B illegally constructed a building on Party A's farmland Dispute went to court.,Illegal Encroachment,Party A
f04d3a62-a668-4cce-b65a-a12693cb209d,25-12-2023,Calcutta High Court,Party B illegally constructed a building on Party A's farmland Case is pending investigation.,Illegal Encroachment,Party A
cf385fd7-2d0e-4057-b3a7-4d4331bce915,26-09-2000,Delhi High Court,Party A polluted the nearby farmland affecting Party B's crops Local authorities intervened.,Environmental Dispute,Party B
8b076de5-85a9-4ef6-8445-8a9a072d2727,30-03-2016,Madras High Court,Party A sold the land without having the original property documents Local authorities intervened.,Fraudulent Sale,Party B
1b0895c1-3f5d-4a06-98bb-bc792a326b82,15-06-2004,Delhi High Court,Family members are contesting Party A's inherited property rights Survey reports were inconclusive.,Inheritance Dispute,Party B
12084163-cdc5-4e3b-be49-5f9f50a09a39,06-04-2019,Karnataka High Court,Party A is operating a commercial shop in a residential land zone Case is pending investigation.,Zoning Law Violation,Party B
ddec64c9-252f-4cce-8106-c8ea4c094ed4,06-07-2012,Madras High Court,Power of attorney given by Party A was misused by Party B to sell the land Case is pending investigation.,Power of Attorney Misuse,Party A
522441f0-4426-428d-99dc-ff62f7effca3,18-08-2022,Kerala High Court,Boundary pillars were moved by Party B to extend their property Local authorities intervened.,Boundary Dispute,Party A
9cc3d4fa-bbd5-4875-bc13-3e94b9a26ed1,02-02-2023,Bombay High Court,The title deed has errors in names which Party A is trying to correct Case is pending investigation.,Title Defect,Party A
ae3d00b5-6fc8-4eac-a226-56fd77886ff1,18-02-2015,Bombay High Court,Party B failed to repay the mortgage leading to bank claiming land Case is pending investigation.,Mortgage Default,Party A
64fcddef-6865-4daa-a345-a1694959be68,19-02-2018,Delhi High Court,Party A's boundary wall is built beyond the survey limits causing conflicts Third-party buyers are involved.,Boundary Dispute,Party B
22c8d5b0-2e98-4205-adb4-872745193a06,03-07-2000,Calcutta High Court,Boundary pillars were moved by Party B to extend their property Case is pending investigation.,Boundary Dispute,Party A
65915b47-c175-4758-b3bf-dac09db2d7d8,03-04-2012,Karnataka High Court,Party A sold the land without having the original property documents Survey reports were inconclusive.,Fraudulent Sale,Party B
c1512f6f-13f5-45b3-9470-9ad3ad53a7e3,14-06-2011,Karnataka High Court,Boundary pillars were moved by Party B to extend their property Third-party buyers are involved.,Boundary Dispute,Party A
a41a2e3c-a78c-4c37-888f-bcb8830cfb72,04-12-2025,Bombay High Court,Power of attorney given by Party A was misused by Party B to sell the land Third-party buyers are involved.,Power of Attorney Misuse,Party A
c0ad6a20-a8d3-494a-b6f0-f25fa374d2b8,13-11-2008,Karnataka High Court,Government acquired Party A's land without fair compensation Third-party buyers are involved.,Land Acquisition Issue,Party A
2dbbd6a7-89b4-4286-98d6-c89c18c556cd,06-04-2020,Madras High Court,Party A is blocking Party B's right of way through the property Additional evidence was submitted.,Easement Issue,Party B
d757a32b-b119-481c-8205-4b3a9d23b79f,11-10-2015,Karnataka High Court,Government acquired Party A's land without fair compensation,Land Acquisition Issue,Party A
b76651cd-f801-40e4-951d-09adf680d3bf,27-07-2000,Delhi High Court,Power of attorney given by Party A was misused by Party B to sell the land Local authorities intervened.,Power of Attorney Misuse,Party A
ebec6aa1-6f6e-4d07-9274-4c65649675d7,10-01-2008,Kerala High Court,Party A bought land but the developer did not build promised facilities,Fraud by Developer,Party A
7a035177-4787-4c0e-ac5b-c730a7583141,27-11-2002,Karnataka High Court,Government acquired Party A's land without fair compensation Dispute went to court.,Land Acquisition Issue,Party A
37f3a7eb-2078-4d5f-87cb-5f4c21ae3204,21-08-2023,Madras High Court,Party A bought land but the developer did not build promised facilities Survey reports were inconclusive.,Fraud by Developer,Party A
da73934e-e11a-40c1-a6de-cf33fed84cb1,27-05-2019,Gujarat High Court,Family members are contesting Party A's inherited property rights,Inheritance Dispute,Party B
b184e334-a55b-4f00-b586-23202588d780,26-12-2018,Kerala High Court,Party A bought land but the developer did not build promised facilities,Fraud by Developer,Party A
eef18683-94cf-4fdf-a39e-bdde547c2d5f,26-07-2016,Delhi High Court,Party A's boundary wall is built beyond the survey limits causing conflicts Dispute went to court.,Boundary Dispute,Party B
95359cc4-c9ff-403f-9985-f1ac2aefa125,06-05-2009,Kerala High Court,Party A polluted the nearby farmland affecting Party B's crops Third-party buyers are involved.,Environmental Dispute,Party B
3366f52d-6d69-4523-8142-f438b0045ecc,27-11-2006,Karnataka High Court,Party A is operating a commercial shop in a residential land zone Local authorities intervened.,Zoning Law Violation,Party B
ca3f9ea8-bac2-4e0f-96ea-dc4d333353ec,08-01-2000,Kerala High Court,Party B illegally constructed a building on Party A's farmland Additional evidence was submitted.,Illegal Encroachment,Party A
90e39d80-3ecf-4f05-85a7-067740f50de4,04-02-2001,Kerala High Court,Party B registered the sale deed without paying full stamp duty Local authorities intervened.,Stamp Duty Fraud,Party A
30e5ef37-7a5b-4a95-9e79-8768f00313c5,01-04-2014,Gujarat High Court,Party A's boundary wall is built beyond the survey limits causing conflicts Third-party buyers are involved.,Boundary Dispute,Party B
fd94f510-33e7-4ef0-9701-5e6ba85c5623,02-10-2001,Bombay High Court,Party B registered the sale deed without paying full stamp duty Additional evidence was submitted.,Stamp Duty Fraud,Party A
d6e4ea21-5868-4eff-8c0f-27b96916c02c,15-05-2011,Gujarat High Court,Party B claims adverse possession after staying 15 years without objection Additional evidence was submitted.,Adverse Possession,Party B
6d5a827a-b615-4b26-a9b7-6e7220ba05ab,15-11-2022,Kerala High Court,Party B claims adverse possession after staying 15 years without objection Third-party buyers are involved.,Adverse Possession,Party B
70fc271f-3b6c-4cda-b668-415588b30570,26-02-2022,Bombay High Court,Power of attorney given by Party A was misused by Party B to sell the land Third-party buyers are involved.,Power of Attorney Misuse,Party A
8bd7882d-cca5-4876-ad91-8590a34e005e,14-02-2009,Punjab and Haryana High Court,Party B failed to repay the mortgage leading to bank claiming land Case is pending investigation.,Mortgage Default,Party A
244eeb83-183d-416f-9733-35d960c241a9,26-12-2009,Madras High Court,Party B failed to repay the mortgage leading to bank claiming land Additional evidence was submitted.,Mortgage Default,Party A
33b674c1-5986-4e53-a7df-ea64885c617d,15-11-2016,Karnataka High Court,Party A polluted the nearby farmland affecting Party B's crops Case is pending investigation.,Environmental Dispute,Party B
3eef0b4e-8555-4fc4-afc2-113854cf348b,12-08-2010,Karnataka High Court,Party A's boundary wall is built beyond the survey limits causing conflicts Local authorities intervened.,Boundary Dispute,Party B
aa6a6c57-7584-4f54-b5f0-b144df4c8438,16-10-2012,Bombay High Court,Family members are contesting Party A's inherited property rights Additional evidence was submitted.,Inheritance Dispute,Party B
ba835394-5455-4d0b-8af9-0144c889bd8d,29-06-2003,Calcutta High Court,Party A is blocking Party B's right of way through the property,Easement Issue,Party B
7e6e74f9-08e7-41bf-b5b5-98dfbf8addfe,19-07-2010,Calcutta High Court,Party B claims adverse possession after staying 15 years without objection Third-party buyers are involved.,Adverse Possession,Party B
0dd2d5c1-97ef-476a-b399-8cd0db63f2b6,01-11-2006,Punjab and Haryana High Court,Party B claims adverse possession after staying 15 years without objection Dispute went to court.,Adverse Possession,Party B
58e8d5c5-fce5-406a-bfd9-97aa5eacff68,01-12-2013,Delhi High Court,Family members are contesting Party A's inherited property rights Additional evidence was submitted.,Inheritance Dispute,Party B
5bd017d1-89d7-408c-acbc-9e9425af45f4,29-03-2024,Gujarat High Court,Party B registered the sale deed without paying full stamp duty Survey reports were inconclusive.,Stamp Duty Fraud,Party A
5c3216a5-c90c-4c74-ae9e-a164b8cbf6da,05-02-2022,Bombay High Court,Government acquired Party A's land without fair compensation Case is pending investigation.,Land Acquisition Issue,Party A
925a6145-c0ba-45c7-afc6-37df6515d83b,21-06-2021,Delhi High Court,Party B failed to repay the mortgage leading to bank claiming land Third-party buyers are involved.,Mortgage Default,Party A
5cefcffc-18f9-4b32-b2a9-05b3606c33fe,15-08-2006,Bombay High Court,The ownership of the land is challenged by Party B due to missing title documents Case is pending investigation.,Ownership Dispute,Party B
b17e2225-5a61-4c38-87a3-46567b36b2c8,06-10-2022,Punjab and Haryana High Court,Boundary pillars were moved by Party B to extend their property,Boundary Dispute,Party A
0d03fd64-5813-44cb-a2ab-ec06fd82db53,22-12-2011,Karnataka High Court,Party B claims adverse possession after staying 15 years without objection,Adverse Possession,Party B
d9c9e9af-61ca-44a9-ac55-7842b0b98ea5,07-02-2012,Kerala High Court,Party B failed to repay the mortgage leading to bank claiming land Additional evidence was submitted.,Mortgage Default,Party A
35527420-211d-4a79-baba-eaf8d63a1951,19-04-2006,Madras High Court,Party A's boundary wall is built beyond the survey limits causing conflicts Additional evidence was submitted.,Boundary Dispute,Party B
b4187fc5-9f36-4033-bf88-5539b3147e9d,24-07-2007,Madras High Court,Party A is operating a commercial shop in a residential land zone Third-party buyers are involved.,Zoning Law Violation,Party B
06f3b798-bb22-4ae2-9767-d0edbf3418ba,19-02-2000,Calcutta High Court,Party B failed to repay the mortgage leading to bank claiming land,Mortgage Default,Party A
b599a9dc-2286-4a34-9863-1eb128f869c5,29-07-2019,Calcutta High Court,The title deed has errors in names which Party A is trying to correct,Title Defect,Party A
86e647c5-e4ca-4ab4-a5df-fbe4e769ffc1,15-08-2007,Kerala High Court,Power of attorney given by Party A was misused by Party B to sell the land Local authorities intervened.,Power of Attorney Misuse,Party A
f3c63819-e85a-41ad-8efd-5bfefe9d930e,10-12-2019,Karnataka High Court,Party A polluted the nearby farmland affecting Party B's crops Survey reports were inconclusive.,Environmental Dispute,Party B
6f1d84b6-1a1f-4a3a-a80e-1bfb83855319,13-03-2016,Kerala High Court,The title deed has errors in names which Party A is trying to correct Local authorities intervened.,Title Defect,Party A
6d592e57-8bac-417f-87c3-ac6208aa14c1,18-02-2008,Madras High Court,Government acquired Party A's land without fair compensation Third-party buyers are involved.,Land Acquisition Issue,Party A
66ce0366-35a4-424e-8a4a-8d91e1ac1757,01-08-2007,Madras High Court,Boundary pillars were moved by Party B to extend their property Local authorities intervened.,Boundary Dispute,Party A
dca0dc5d-718b-4106-9e3f-7f8984fb63ea,27-04-2005,Kerala High Court,Power of attorney given by Party A was misused by Party B to sell the land Additional evidence was submitted.,Power of Attorney Misuse,Party A
7e88c068-b048-4bcb-b2a6-e6dd2080ce61,16-11-2012,Karnataka High Court,Party A is operating a commercial shop in a residential land zone,Zoning Law Violation,Party B
34072eea-d852-4353-8f7c-772988a0a44b,20-04-2014,Calcutta High Court,Family members are contesting Party A's inherited property rights Local authorities intervened.,Inheritance Dispute,Party B
f15d2749-e75b-4639-8f0d-c9a9e5285f47,29-05-2011,Gujarat High Court,Party B claims adverse possession after staying 15 years without objection,Adverse Possession,Party B
58643cda-ad1b-4a96-86a0-cf6c47bb42e8,25-06-2016,Madras High Court,Party A is operating a commercial shop in a residential land zone Dispute went to court.,Zoning Law Violation,Party B
44658cd2-f17b-4a14-b02c-115b7bf79c30,06-09-2009,Punjab and Haryana High Court,Party B illegally constructed a building on Party A's farmland Survey reports were inconclusive.,Illegal Encroachment,Party A
89a12719-5a78-4ca0-a753-73087fdf9cfa,08-10-2009,Gujarat High Court,Party A is blocking Party B's right of way through the property Case is pending investigation.,Easement Issue,Party B
38eba997-0d81-463f-874b-3be39b793e80,13-04-2004,Delhi High Court,Boundary pillars were moved by Party B to extend their property Survey reports were inconclusive.,Boundary Dispute,Party A
c3056f3a-aeaa-4ec5-ac9d-b978cd2fc47e,07-07-2015,Karnataka High Court,Power of attorney given by Party A was misused by Party B to sell the land Dispute went to court.,Power of Attorney Misuse,Party A
bd9b258c-aa1e-40fa-8ffc-705d7e177f69,02-12-2009,Kerala High Court,Party A's boundary wall is built beyond the survey limits causing conflicts,Boundary Dispute,Party B
8c9f787c-3eab-448f-b7d7-764fdd34653c,19-06-2002,Madras High Court,Party B failed to repay the mortgage leading to bank claiming land Local authorities intervened.,Mortgage Default,Party A
302c318f-f643-42e1-9c45-30b3b16b59f3,13-10-2000,Punjab and Haryana High Court,The ownership of the land is challenged by Party B due to missing title documents Survey reports were inconclusive.,Ownership Dispute,Party B
